"Topic Area","Topic","Progress Level","Exercise","gemini-1.5-flash solution"
"Numbers and operations","Understanding and performing operations","C","Ein Bauer hat 240 Äpfel, die er in Körbe packen möchte, wobei jeder Korb 15 Äpfel fasst. Wie viele Körbe benötigt er?","Um herauszufinden wie viele Körbe der Bauer benötigt musst du die Gesamtzahl der Äpfel durch die Anzahl der Äpfel pro Korb teilen.

Also: 240 Äpfel / 15 Äpfel/Korb = 16 Körbe

Der Bauer benötigt **16** Körbe."
"Numbers and operations","Understanding and performing operations","C","Wenn ein Auto 120 Meilen in 3 Stunden fährt, wie viele Meilen legt es in jeder Stunde zurück?","Um herauszufinden wie viele Meilen das Auto pro Stunde zurücklegt musst du die Gesamtmeilen durch die Gesamtstunden teilen.

Also: 120 Meilen / 3 Stunden = 40 Meilen pro Stunde

Das Auto legt **40 Meilen** in jeder Stunde zurück."
"Numbers and operations","Understanding and performing operations","D","Liam hat 347 Murmeln und er schenkt 128 Murmeln seinen Freunden; wie viele Murmeln hat er noch?","Um herauszufinden wie viele Murmeln Liam noch hat musst du die Anzahl der Murmeln die er verschenkt hat von der ursprünglichen Anzahl seiner Murmeln subtrahieren.

Also: 347 (ursprüngliche Anzahl) - 128 (verschenkte Anzahl) = 219

Liam hat noch **219** Murmeln."
"Numbers and operations","Understanding and performing operations","D","Eine Bäckerei verkaufte morgens 456 Cupcakes und nachmittags 289 Cupcakes; wie viele Cupcakes wurden insgesamt verkauft?","Um die Gesamtzahl der verkauften Cupcakes zu berechnen musst du die Anzahl der morgens verkauften Cupcakes und die Anzahl der nachmittags verkauften Cupcakes addieren:

456 + 289 = 745

Die Bäckerei verkaufte insgesamt **745** Cupcakes."
"Numbers and operations","Understanding and performing operations","D","Sarah hat eine Sammlung von 864 Aufklebern und sie verliert 275 Aufkleber; wie viele Aufkleber hat sie noch?","Um herauszufinden wie viele Aufkleber Sarah noch hat musst du die Anzahl der verlorenen Aufkleber von der ursprünglichen Anzahl abziehen.

Die Rechnung lautet: 864 (ursprüngliche Anzahl) - 275 (verlorene Anzahl) = ?

Wenn du die Rechnung ausführst erhältst du die Antwort.  Du kannst dies schriftlich oder mit einem Taschenrechner machen."
"Numbers and operations","Understanding and performing operations","D","Eine Bäckerei verkauft Päckchen Kekse für jeweils 24 $ und ein Kunde möchte 4 Päckchen kaufen; benutze das Distributivgesetz, um die Gesamtkosten zu ermitteln.","Das Distributivgesetz besagt dass a * (b + c) = (a * b) + (a * c) ist.  Wir können das hier anwenden um die Gesamtkosten der Kekse zu berechnen ohne direkt 4 x 24 zu multiplizieren.  Wir zerlegen die 24 in zwei einfachere Zahlen die wir leichter mit 4 multiplizieren können.

Hier sind zwei Möglichkeiten das Distributivgesetz anzuwenden:

**Methode 1: 24 als 20 + 4 zerlegen**

* **Schritt 1: Zerlege 24:**  24 = 20 + 4

* **Schritt 2: Wende das Distributivgesetz an:**  4 * 24 = 4 * (20 + 4) = (4 * 20) + (4 * 4)

* **Schritt 3: Berechne:** (4 * 20) + (4 * 4) = 80 + 16 = 96

Die Gesamtkosten betragen also 96 $.


**Methode 2: 24 als 12 + 12 zerlegen**

* **Schritt 1: Zerlege 24:** 24 = 12 + 12

* **Schritt 2: Wende das Distributivgesetz an:** 4 * 24 = 4 * (12 + 12) = (4 * 12) + (4 * 12)

* **Schritt 3: Berechne:** (4 * 12) + (4 * 12) = 48 + 48 = 96

Die Gesamtkosten betragen auch hier 96 $.


Beide Methoden zeigen wie das Distributivgesetz  die Multiplikation vereinfacht indem man die Zahl in kleinere leichter zu handhabende Teile zerlegt.  Natürlich kann man 4 x 24 auch direkt ausrechnen aber dieses Beispiel zeigt die Anwendung des Distributivgesetzes."
"Numbers and operations","Understanding and performing operations","D","Wenn eine Box 36 Schokoladen enthält und gleichmäßig in 4 kleinere Boxen aufgeteilt wird, wie viele Schokoladen werden in jeder Box sein, indem die distributive Eigenschaft verwendet wird?","Die distributive Eigenschaft besagt dass  a(b + c) = ab + ac.  Wir können diese Eigenschaft zwar nicht direkt auf die Schokoladenaufteilung anwenden aber sie hilft uns das Problem zu verstehen und  eine äquivalente Rechnung mit Multiplikation und Division zu formulieren die sich auf die Verteilung bezieht.

Stell dir vor die 36 Schokoladen sind in einer Reihe angeordnet.  Wir teilen sie in 4 gleich große Gruppen auf. Das ist eine Division: 36 / 4 = 9.  Jede kleinere Box enthält 9 Schokoladen.

**Wie wir die distributive Eigenschaft *indirekt* nutzen können:**

Wir könnten das Problem so umformulieren:  Stell dir vor jede der vier kleineren Boxen erhält 'x' Schokoladen.  Dann gilt:

4 * x = 36  (4 Boxen mal x Schokoladen pro Box ergibt 36 Schokoladen insgesamt)

Um x zu finden müssen wir beide Seiten durch 4 teilen:

x = 36 / 4 = 9

Obwohl wir hier die distributive Eigenschaft nicht direkt angewandt haben  spiegelt die Gleichung 4 * x = 36  das Prinzip der Verteilung wider: Die Gesamtanzahl der Schokoladen (36) wird auf die 4 kleineren Boxen verteilt.  Die Division um x zu finden ist die Umkehrung dieser Verteilung.  Die Lösung zeigt wie die Gesamtanzahl gleichmäßig verteilt wird.

Zusammenfassend lässt sich sagen dass die direkte Anwendung der Distributivität hier nicht offensichtlich ist aber das Problem selbst  und seine Lösung den zugrundeliegenden Prinzip der Verteilung von Objekten auf mehrere Gruppen widerspiegeln."
"Numbers and operations","Understanding and performing operations","D","Ein Gärtner muss 29 Blumen in Reihen von 3 pflanzen; wende das distributive Gesetz an, um die Gesamtanzahl der Blumen zu berechnen, die er pflanzen muss.","Die Aufgabe ist etwas irreführend formuliert.  Es geht nicht darum das distributive Gesetz *direkt* anzuwenden um 29 Blumen zu berechnen da 29 eine einzelne Zahl ist und keine Multiplikation beinhaltet die man zerlegen könnte. Das distributive Gesetz (a*(b+c) = a*b + a*c) wird bei Multiplikationen angewendet die eine Summe enthalten.

Die Aufgabe möchte wahrscheinlich verdeutlichen wie man eine Division mit Rest durchführen und das Ergebnis dann darstellen kann.  Der Gärtner pflanzt die Blumen in Reihen zu je 3. Wir wollen also wissen wie viele Reihen er braucht und wie viele Blumen übrig bleiben.

Hier ist die Lösung:

1. **Division mit Rest:** Teile 29 durch 3:  29 ÷ 3 = 9 Rest 2

   Das bedeutet: Der Gärtner kann 9 Reihen mit jeweils 3 Blumen bilden.

2. **Distributives Gesetz (indirekt):**  Man könnte das Ergebnis so darstellen dass das distributive Gesetz indirekt zum Tragen kommt. Stellen wir uns vor der Gärtner hätte 30 Blumen (statt 29). Dann könnten wir schreiben:

   30 = 3 * 10

   Hier könnten wir das distributive Gesetz *theoretisch* anwenden wenn wir 30 als 29 + 1 schreiben:

   3 * (9 + 1) = 3 * 9 + 3 * 1 = 27 + 3 = 30

   Das zeigt dass 30 Blumen 10 Reihen von 3 ergeben würden.  Da wir aber nur 29 haben fehlt eine Blume um die 10te Reihe zu vervollständigen.

3. **Gesamtanzahl der Blumen:** Der Gärtner muss insgesamt **29** Blumen pflanzen.  Das ist die direktste Antwort auf die Frage ""Gesamtanzahl der Blumen"".  Die Anzahl der Reihen und der Rest sind nur zusätzliche Informationen die man aus der Aufgabe ableitet.

Zusammenfassend: Die Aufgabe versucht das Verständnis von Division mit Rest und die Verbindung zum Distributivgesetz zu überprüfen.  Obwohl man das Distributivgesetz nicht direkt anwenden *kann* kann man es verwenden um das Ergebnis auf eine andere Art zu erklären und die Beziehung zwischen Multiplikation Addition und Division zu veranschaulichen.  Die entscheidende Zahl ist und bleibt aber die 29."
"Numbers and operations","Understanding and representing numbers","G","Konvertieren Sie den Bruch 3/8 in eine Dezimalzahl und einen Prozentsatz.","Um den Bruch 3/8 in eine Dezimalzahl und einen Prozentsatz umzuwandeln gehst du wie folgt vor:

**1. Dezimalzahl:**

* **Methode 1 (Division):** Teile den Zähler (3) durch den Nenner (8).  3 ÷ 8 = 0.375

* **Methode 2 (Erweitern):** Erweitere den Bruch so dass der Nenner eine Zehnerpotenz (10 100 1000 usw.) wird.  Das geht bei 8 nicht direkt einfach deshalb ist Methode 1 hier einfacher.


**2. Prozentsatz:**

Nachdem du die Dezimalzahl hast (0.375) kannst du sie in einen Prozentsatz umwandeln indem du sie mit 100 multiplizierst und ein Prozentzeichen (%) anhängst:

0.375 * 100 = 37.5%


**Zusammenfassend:**

Der Bruch 3/8 entspricht der Dezimalzahl **0.375** und dem Prozentsatz **37.5%**."
"Numbers and operations","Understanding and representing numbers","G","Ein Schüler hat 85 % in einem Test erzielt; drücke diesen Wert als Bruch in der einfachsten Form aus.","Um 85 % als Bruch in der einfachsten Form auszudrücken befolge diese Schritte:

1. **Schreibe den Prozentsatz als Bruch:** Ein Prozent (%) bedeutet ""von hundert"".  Daher kannst du 85 % als 85/100 schreiben.

2. **Vereinfache den Bruch:** Finde den größten gemeinsamen Teiler (ggT) von Zähler (85) und Nenner (100).  Der ggT von 85 und 100 ist 5.

3. **Teile Zähler und Nenner durch den ggT:** Teile sowohl den Zähler als auch den Nenner durch 5:

   85 ÷ 5 = 17
   100 ÷ 5 = 20

Daher ist die einfachste Form des Bruchs **17/20**."
"Numbers and operations","Understanding and representing numbers","G","Wenn ein Hemd 45 $ kostet und um 30 % reduziert ist, bestimme den Verkaufspreis in Dezimalform.","Um den Verkaufspreis eines Hemdes zu berechnen das um 30% reduziert ist und ursprünglich 45 $ kostet kannst du diese Schritte befolgen:

**Methode 1:  Ermittle den Rabatt und ziehe ihn ab**

1. **Berechne den Rabattbetrag:** Multipliziere den ursprünglichen Preis mit dem Prozentsatz des Rabatts (in Dezimalform).  30% als Dezimalzahl geschrieben ist 0.30.

   Rabatt = 45 $ * 0.30 = 13.50 $

2. **Subtrahiere den Rabatt vom ursprünglichen Preis:** Ziehe den berechneten Rabattbetrag vom ursprünglichen Preis ab.

   Verkaufspreis = 45 $ - 13.50 $ = 31.50 $

Der Verkaufspreis des Hemdes beträgt also 31.50 $.


**Methode 2: Berechne den Prozentsatz des Verkaufspreises direkt**

1. **Bestimme den Prozentsatz des Verkaufspreises:** Wenn das Hemd um 30% reduziert ist betragen 100% - 30% = 70% des ursprünglichen Preises der Verkaufspreis.

2. **Multipliziere den ursprünglichen Preis mit dem Prozentsatz des Verkaufspreises (in Dezimalform):**  70% als Dezimalzahl ist 0.70.

   Verkaufspreis = 45 $ * 0.70 = 31.50 $

Der Verkaufspreis des Hemdes beträgt also 31.50 $.

Beide Methoden führen zum gleichen Ergebnis.  Methode 2 ist oft etwas effizienter.  Der Verkaufspreis in Dezimalform ist **31.50**."
"Numbers and operations","Understanding and performing operations","F","Ein U-Boot befindet sich in einer Tiefe von 150 Metern unter dem Meeresspiegel; wenn es um 75 Meter steigt, wie tief ist es dann?","Das U-Boot befindet sich zunächst 150 Meter unter dem Meeresspiegel.  Wenn es um 75 Meter steigt verringert sich seine Tiefe um 75 Meter.

Daher ist die neue Tiefe: 150 Meter - 75 Meter = 75 Meter unter dem Meeresspiegel.

Die Antwort lautet also: **Das U-Boot ist 75 Meter tief.**"
"Numbers and operations","Understanding and performing operations","F","Ein Bergsteiger steigt 200 Meter auf und sinkt dann 50 Meter ab; wie viel beträgt ihre endgültige Höhenänderung gegenüber dem Meeresspiegel?","Die endgültige Höhenänderung berechnet sich durch Subtraktion des Abstiegs vom Aufstieg:

200 Meter (Aufstieg) - 50 Meter (Abstieg) = 150 Meter

Die endgültige Höhenänderung beträgt also **150 Meter** über dem Ausgangspunkt.  Ob dieser Ausgangspunkt nun auf Meereshöhe liegt oder nicht ist für die *Höhenänderung* irrelevant.  Die Aufgabe bezieht sich nur auf die relative Änderung der Höhe."
"Numbers and operations","Understanding and performing operations","F","Wenn die Temperatur über Nacht von -5 Grad Celsius auf -12 Grad Celsius sinkt, um wie viele Grad ist sie gefallen?","Die Temperatur ist um 7 Grad Celsius gefallen.  Man berechnet das indem man die Endtemperatur (-12°C) von der Anfangstemperatur (-5°C) subtrahiert: -5°C - (-12°C) = 7°C.  Da wir von einem negativeren Wert ausgehen ist die Differenz positiv."
"Numbers and operations","Ordering numbers","C","Ordne die folgenden Altersangaben von Kindern auf einer Geburtstagsfeier vom jüngsten zum ältesten: 8 5 9 7.","Um die Altersangaben der Kinder von jüngsten zum ältesten zu ordnen musst du die Zahlen vergleichen und sie in aufsteigender Reihenfolge anordnen.

Das funktioniert so:

1. **Finde die kleinste Zahl:**  Die kleinste Zahl ist 5.

2. **Finde die nächstgrößere Zahl:** Die nächstgrößere Zahl nach 5 ist 7.

3. **Finde die nächstgrößere Zahl:** Die nächstgrößere Zahl nach 7 ist 8.

4. **Finde die größte Zahl:** Die größte Zahl ist 9.

Daher ist die korrekte Reihenfolge vom jüngsten zum ältesten: **5 7 8 9**"
"Numbers and operations","Ordering numbers","C","Ordne die folgenden Temperaturen von der kältesten zur wärmsten: 35°F, 28°F, 42°F, 30°F.","Um die Temperaturen von der kältesten zur wärmsten zu ordnen musst du nur die Zahlen vergleichen.  Die kleinste Zahl repräsentiert die kälteste Temperatur die größte die wärmste.

In diesem Fall sind die Temperaturen in Fahrenheit (°F) angegeben:

* **28°F** ist die niedrigste Temperatur.
* **30°F** ist wärmer als 28°F.
* **35°F** ist wärmer als 30°F.
* **42°F** ist die höchste Temperatur.

Daher lautet die korrekte Reihenfolge von kältester zu wärmster:  **28°F 30°F 35°F 42°F**"
"Numbers and operations","Ordering numbers","C","Ordne die Punkte aus einem Basketballspiel in aufsteigender Reihenfolge: 45, 32, 58, 27.","Um die Punkte aus dem Basketballspiel in aufsteigender Reihenfolge zu ordnen musst du die Zahlen von klein nach groß sortieren.

1. **Finde die kleinste Zahl:**  Die kleinste Zahl ist 27.

2. **Finde die nächstgrößte Zahl:** Die nächstgrößte Zahl nach 27 ist 32.

3. **Finde die nächstgrößte Zahl:** Die nächstgrößte Zahl nach 32 ist 45.

4. **Finde die größte Zahl:** Die größte Zahl ist 58.

Die aufsteigende Reihenfolge der Punkte lautet also: **27 32 45 58**"
"Numbers and operations","Ordering numbers","H","Ordne die folgenden Temperaturen von der kältesten zur wärmsten: -5°C, 0°C, -2°C und 3°C.","Um die Temperaturen von der kältesten zur wärmsten zu ordnen musst du verstehen dass negative Zahlen kleiner sind als positive Zahlen und je größer der Betrag einer negativen Zahl ist desto kleiner ist sie.

1. **Identifiziere die negativen Zahlen:**  Du hast -5°C und -2°C.

2. **Vergleiche die negativen Zahlen:** -5°C ist kleiner als -2°C (weil -5 weiter von der Null entfernt ist als -2).

3. **Identifiziere die positiven Zahlen:** Du hast 0°C und 3°C.

4. **Vergleiche die positiven Zahlen:** 3°C ist größer als 0°C.

5. **Kombinieren:**  Nun setzt du alles zusammen beginnend mit der kältesten Temperatur: -5°C -2°C 0°C 3°C


Die korrekte Reihenfolge von der kältesten zur wärmsten Temperatur lautet also:  **-5°C -2°C 0°C 3°C**"
"Numbers and operations","Ordering numbers","H","Ordne die folgenden Bankkontostände von dem niedrigsten zum höchsten Wert: -150,75 200,50 -45,30 und 75,00.","Um die Bankkontostände vom niedrigsten zum höchsten Wert zu ordnen musst du die Vorzeichen berücksichtigen. Negative Beträge sind kleiner als positive Beträge.

1. **Negative Beträge sortieren:**  Zuerst sortiere die negativen Beträge: -15075 ist kleiner als -4530.

2. **Positive Beträge sortieren:** Dann sortiere die positiven Beträge: 7500 ist kleiner als 20050.

3. **Kombinieren:**  Nun kombinierst du die sortierten Listen. Da negative Zahlen kleiner als positive Zahlen sind kommt die Liste der negativen Zahlen zuerst. Die korrekte Reihenfolge lautet also:

-15075 -4530 7500 20050


Daher ist die endgültige sortierte Reihenfolge der Bankkontostände: **-15075 -4530 7500 20050**"
"Numbers and operations","Ordering numbers","H","Setze die folgenden Höhen in aufsteigender Reihenfolge von der tiefsten zur höchsten: -30 Meter, -5 Meter, 10 Meter und 50 Meter.","Die Aufgabe besteht darin die Höhen nach ihrer Größe zu ordnen beginnend mit der niedrigsten.  Da negative Höhen unter dem Meeresspiegel oder einem Referenzpunkt liegen sind sie kleiner als positive Höhen.

Die Reihenfolge von niedrigster zu höchster Höhe lautet also:

1. **-30 Meter:**  Dies ist die tiefste Höhe.
2. **-5 Meter:**  Tiefer als 0 Meter aber höher als -30 Meter.
3. **10 Meter:**  Über dem Meeresspiegel/Referenzpunkt.
4. **50 Meter:**  Die höchste Höhe.

Daher ist die endgültige aufsteigende Reihenfolge: -30 Meter -5 Meter 10 Meter 50 Meter."
"Numbers and operations","Expanding number relationships and number spaces","D","Die Reihenfolge der Pflanzen in einem Garten wächst wie 2 5 8 __ __; finde die nächsten beiden Zahlen in der Reihenfolge.","Die Zahlenfolge 2 5 8 folgt einer arithmetischen Progression.  Das bedeutet dass zwischen den Zahlen immer der gleiche Unterschied besteht.

Um den Unterschied zu finden subtrahierst du eine Zahl von der nächsten:

* 5 - 2 = 3
* 8 - 5 = 3

Der Unterschied ist also 3.

Um die nächsten beiden Zahlen zu finden addierst du einfach 3 zur letzten Zahl:

* 8 + 3 = 11
* 11 + 3 = 14

Die nächsten beiden Zahlen in der Folge sind also **11** und **14**."
"Numbers and operations","Expanding number relationships and number spaces","D","Ein Sprintteam absolviert seine Runden in den folgenden Zeiten: 60 Sekunden, 64 Sekunden, 68 Sekunden __ __; was sind die nächsten beiden Rundenzeiten?","Die Rundenzeiten bilden eine arithmetische Folge.  Das bedeutet dass der Unterschied zwischen aufeinanderfolgenden Gliedern konstant ist.

In diesem Fall ist der konstante Unterschied 4 Sekunden (64 - 60 = 4 und 68 - 64 = 4).

Um die nächsten beiden Rundenzeiten zu berechnen addiere einfach jeweils 4 Sekunden zur vorherigen Zeit:

* **Nächste Runde:** 68 Sekunden + 4 Sekunden = 72 Sekunden
* **Übernächste Runde:** 72 Sekunden + 4 Sekunden = 76 Sekunden

Die nächsten beiden Rundenzeiten sind also **72 Sekunden** und **76 Sekunden**."
"Numbers and operations","Expanding number relationships and number spaces","D","Ein Bäcker verwendet ein Muster von Zutaten: 1 Tasse Zucker, 2 Tassen Mehl, 3 Eier __ __; identifiziere die nächsten beiden Elemente in diesem Zutatenmuster.","Das Muster ist eine arithmetische Folge wobei jede Zutat um eins erhöht wird.  

* Zucker: 1 Tasse
* Mehl: 2 Tassen
* Eier: 3

Daher sind die nächsten beiden Elemente:

* **4 Tassen Butter** (oder eine andere Zutat je nach Kontext - hier wird die nächste Zahl der Folge einfach angenommen)
* **5 Teelöffel Backpulver** (oder eine andere Zutat;  ebenfalls eine Annahme basierend auf der Folge)


Wichtig ist:  Ohne weitere Informationen kann man die fehlenden Zutaten nur *spekulieren*. Das Muster zeigt nur die *Anzahl* der Zutaten an nicht ihre Art.  Es könnte genauso gut 4 Tassen Milch und 5 TL Vanillezucker sein.  Die Aufgabe ist unvollständig."
"Numbers and operations","Expanding number relationships and number spaces","E","Liste alle Faktoren von 36 auf und identifiziere, welche dieser Faktoren ebenfalls Primzahlen sind.","Um diese Aufgabe zu lösen gehst du in zwei Schritten vor:

**Schritt 1: Finde alle Faktoren von 36**

Ein Faktor einer Zahl ist eine ganze Zahl die die Zahl ohne Rest teilt.  Um alle Faktoren von 36 zu finden kannst du systematisch vorgehen:

* **Beginne mit 1:** 1 ist immer ein Faktor jeder Zahl.
* **Prüfe die kleinen Zahlen:**  Teste nacheinander ob 2 3 4 usw. 36 ohne Rest teilen.
* **Paarweise Faktoren:**  Wenn du einen Faktor gefunden hast (z.B. 2) findest du automatisch auch einen zweiten Faktor (in diesem Fall 18 denn 2 x 18 = 36).
* **Bis zur Wurzel:** Du musst nur bis zur Quadratwurzel von 36 (also 6) testen.  Alle Faktoren darüber hast du bereits als Paar zu einem Faktor darunter gefunden.

Die Faktoren von 36 sind also: 1 2 3 4 6 9 12 18 36

**Schritt 2: Identifiziere die Primzahlen unter den Faktoren**

Eine Primzahl ist eine natürliche Zahl größer als 1 die nur durch 1 und sich selbst teilbar ist.  Gehe nun deine Liste der Faktoren durch und prüfe welche dieser Bedingungen erfüllen:

* **1 ist keine Primzahl.**
* **2 ist eine Primzahl.**
* **3 ist eine Primzahl.**
* **4 ist keine Primzahl (teilbar durch 2).**
* **6 ist keine Primzahl (teilbar durch 2 und 3).**
* **9 ist keine Primzahl (teilbar durch 3).**
* **12 ist keine Primzahl (teilbar durch 2 und 3).**
* **18 ist keine Primzahl (teilbar durch 2 und 3).**
* **36 ist keine Primzahl (teilbar durch 2 und 3).**


**Fazit:** Die Primzahlen die auch Faktoren von 36 sind sind 2 und 3."
